,artista,genero,tipo,nombre,anio_lanzamiento,id
796,Celia Gamez,indie,track,¿Quién Eres Tú? (Bolero),2002,55VoV9xSKD5RzKXlnCwNSM
797,Renato Rascel,indie,track,Il Ragazzo D'Argilla,2002,77rkX0xLecGVsiyevN5AbW
798,Ozodbek Nazarbekov,indie,track,Sen gulsan,2002,4lMrptlAa9Iie7uBTCLxeN
799,Nicolai Dunger,indie,track,Warlock,2002,1TlrmxGooqpEmlBkj8fTtt
800,Anand Shinde,indie,track,Kalucha Naav Godila,2002,1IaD8bpUgqCNR6wL2fHEuB
801,Pholhas,indie,track,Song For John,2002,5CQ8Lse5WWA2PNU1JrizdF
802,Grupa 777,indie,track,Dobro Ti Jutro Grade,2002,3dtTnudULCFKkrojkx9z11
803,Ark,indie,track,Haran Majhi,2002,4D03jbewscV4r3b5HCxVIb
804,Stamatis Kokotas,indie,track,Stou Othona Ta Hronia,2002,5Xp5a6ncAj35hMc5dSOYDZ
805,Gustav Winckler,indie,track,Når kastanien står i blomst på Rådhuspladsen,2002,7z9gCpF2yfYUNgM9EgWldC
806,Jette Torp,indie,track,Good Times,2002,0XqBPVjnLdfKDopR4Eo3eG
807,Sako,indie,track,Yes Ouzoumem (Live),2002,5DGNnvV1oWwcfEJS3iQgme
808,Hamid Hami,indie,track,"Sam O Narges, Pt. 7",2002,4mvpX8hHGLK7LZPijhkK6v
809,Hardev Mahinangal,indie,track,Jhulde Rehan Nishan,2002,6CEwDxzSjSDVmcZrKuo49E
810,Kazzabe,indie,track,El Pum Pum,2002,4TpINwUGVE6Q2n9iUaJ2Av
811,Cristian Fernandes,indie,track,O Baile,2002,4cIpUc5s59RkZNdiPTVV9C
812,Broa de Mel,indie,track,E Desde Esse Dia,2002,6OMmNAA8fwxP5LXtBqYsF2
813,Suzana,indie,track,A Mesma de Sempre,2002,2Yfk4tRKCHFEXYYtXbZo4R
814,Tolis Voskopoulos,indie,track,As Iha Ki Alli Mia Zoi,2002,54wRccaMqEaDmcvRacBIUR
815,Mahesh Budathoki,indie,track,Kasle Bhanchha Kathai! Bari Lai,2002,5Ow71mDK4EtJE9EMM7IKk8
816,Jeanne Newhall,indie,track,Frere Jacques,2002,3zj9Rzot0e3BEbhsdn2pw6
817,Dirt Bike Annie,indie,track,Not an Eagle Scout (Demo),2002,4t5A59c7XD1SSBWG4dCfxI
818,Mikhail Krug,indie,track,"Жиган-лимон - Live Студия ""Ночное Такси""",2002,5oNPnU45qjrTWTlwVE6DQl
819,Milt Buckner,indie,track,Lights Out (10-28-46),2002,5hSenhT4ZYJich47pNNh9j
820,Mahesh Ranjan Shome,indie,track,Ma Go Anandamoyee,2002,3avMkz1AYvb0dA3FXQxI5l
821,Naďa Urbánková,indie,track,Drahý Můj,2002,3MoFk2Mz4M1FCD7BdHkrqd
822,One Ring Zero,indie,track,Rodeo Inferno,2002,18cPwvtERewbQzK5uEbPBD
823,Cho Kyu Chan,indie,track,Too Much Heaven,2002,3YH2G2LxszKAdmPHFs5ykr
824,Umberto Bindi,indie,track,"Vieni, Andiamo",2002,7bwkWzODPVoyhdqS0wrSEU
825,Karcsi Kadlott,indie,track,Pedro kocsmájában,2002,2BMlYvtzMAF96BbDJT5szp
826,Thanh Lan,indie,track,Cỏ Xót Xa Đưa,2002,19RsjLzCoQCqWXR0b4EEZN
827,Sunil Chhaila Bihari,indie,track,Khol Da Bhauji Kevadiya,2002,7yOJOuZaKtR2OUPnMk1drP
828,Philippe Lavil,indie,track,Presqu'il,2002,6Om6EeeCFafL4V7nlQbtN1
829,Riki Sorsa,indie,track,Punertava taivas,2002,6pZqSi8SRiEW5qIQwA6Xu4
830,Jasna Zlokic,indie,track,Vagabonde,2002,0h01CKOupGlJygrDBlHXof
831,Jayati Chakraborty,indie,track,Notun Pata Sangsar,2002,2lJF1IuwCffTxxfaxrbcMD
832,Vânia Bastos,indie,track,Paixão E Fé,2002,04zIMcbDHk3oOe7EMfQmWB
833,Choi Sung-Soo,indie,track,Alone,2002,6gjjy5txy3M0XGXroiyw5S
834,新乐尘符,indie,track,完美体贴 - 伴奏版,2002,79nbMg0McgV6NasELEKW1G
835,Tolis Voskopoulos,indie,track,Ki Eleges,2002,2meB8u9JadK7GB6v2ebwh6
836,Ý Lan,indie,track,Ở Trọ,2002,4jllaUIvoAfxCpNBEsOY1s
837,Sher Singh,indie,track,Jitthe Baba Balak Vasde,2002,0QH1alEYSPYxiFuge7UJzF
838,Vânia Bastos,indie,track,Nuvem Cigana,2002,2nCDw77d3Zg37bJ66Ca3Qf
839,Allen Clapp,indie,track,high above the earth,2002,5GL1bdrxAkTXiwIV1G9qAl
840,Pitsa Papadopoulou,indie,track,Ki Opos Anixes Tin Porta,2002,7afZSAXFrhEUsi9WifykLB
841,Zafeiris Melas,indie,track,I Skia Mou,2002,6ztXsxXXHP0USigEFcwUJx
842,Chance Nalubega,indie,track,Mukyakale,2002,38P6hLyQUr7bAn9JWk76bU
843,Sardool Sikander,indie,track,Maahi Di Nishani,2002,3VQEkIhzXEJa6MOZEhQXQz
844,Tolis Voskopoulos,indie,track,Lipame,2002,1HILpVkfILfXTNwMaoEJHo
845,Naseebo Lal,indie,track,Aj Yaar Sohna Mil Gaya,2002,5295j01xZ4lTDPoBqTWkpa
846,Olavi Virta,indie,track,Romanesca,2002,52998jJ6ZEdKlDsFMVTv9k
847,Thara,indie,track,Set Me Free,2002,51j47qunmDVRJvKyCDVL4N
848,Ice Cream,indie,track,Kam kraya,2002,2qQcsmgqxaF7JREEufIk1w
849,Stella Parton,indie,track,It's Not Over,2002,6ZfgQrm7Uutj9N6kxlPkMU
850,Jets Under Fire,indie,track,Skin Was My Only Armor,2002,1K8w3T0DCEdr7rFWtytk5M
851,Pamma,indie,track,Chattri,2002,5UlcQJK01mlL2h5kRcgBYu
852,Monir Khan,indie,track,Ami Beche Thake Chai,2002,0DXC00SRxIus4KRSLw0yNz
853,Vince Hill,indie,track,Pray For Love,2002,2nF9BQwBUbyxBZuVNAsPDJ
854,Naseebo Lal,indie,track,Nimani Tera Rah Takdi,2002,5tJ9gafXeGxCaghUUWSJHH
855,Milt Buckner,indie,track,Slow Rock (04-05-51),2002,2mzmg21IIM81WmmST3XfFT
856,Harout Khachoyan,indie,track,Sari Blbul,2002,4ITKV6oCKn5fjV6GQMBnmz
857,Ambondrona,indie,track,Rahoviana,2002,7yGGA6kPx12rLbQ436xNJz
858,Eduard Khil,indie,track,Свет вечного огня,2002,3JnBDs1rKopHnawMTzKUlx
859,Sinisa Vuco,indie,track,Hladna Ti Je Voda Cetina,2002,4IUCUCgtTmRZNZjQkUenL6
860,Karnail Rana,indie,track,Aaya Vasoaa Ni Maaye,2002,49Ep6AqN7FgR9TTsTYIATS
861,Fiona Pears,indie,track,On A Branch,2002,1UD2G8SNgnnkLSXpHSOB4r
862,Aleksandr Marshal,indie,track,Батя,2002,322Ol72pHVeMK5TxHsX463
863,Sukhdev Sukha,indie,track,Akh Bekadran Naal,2002,6XCIpWUcdMTqrKrfHfZeAL
864,Devan Ekambaram,indie,track,Thillana,2002,27EMlP0UfHpaQkULL8yB5C
865,DM3,indie,track,Find Out,2002,0kUQ9ONI2aJNRLo1cNEG9t
866,Giorgio Gaber,indie,track,Trani A Gogò,2002,2p8PQTiK0BenS2GE4gbTqT
867,Oscar Agudelo,indie,track,Después de una Ilusión un Desengaño,2002,0gDvYCen4ptmJPDPnSwgeg
868,Leroy Anderson,indie,track,The Syncopated Clock,2002,6hCGsRbXlCqkvZFyFUiHyE
869,Javiera,indie,track,A Tu Lada Estoy,2002,0IO4fQKXspL7NkeN8hTWF7
870,Jo Vally,indie,track,Laat De Zon Toch In Je Hart,2002,0XBmSMcC8J9bD2DfCcX9Yg
871,Speedmarket Avenue,indie,track,I Can Tell By Her Eyes,2002,1Q11IDKitDe5rf2j36Qsgu
872,Petra Janů,indie,track,Není Nám Už Sedmnáct,2002,06bPZA9EKy4XoqJwnriG35
873,Celia Gamez,indie,track,"Mi Color Marfil (Canción Fox) (De "" Rumbo a Pique "" )",2002,7ldau6PKp2dfhrJMrx6FF8
874,Jo Vally,indie,track,Had Ik Jou Maar Nooit Gekend,2002,4ei8GDB3wAKIwr9Pp8VCYo
875,Bonet de San Pedro,indie,track,Cala D'or (Son),2002,2idT8ojwTZtfCfRCqH1hLP
876,Vladimir Asmolov,indie,track,Я тебя люблю,2002,5ZWFj0YggLG2KY9TL5Uda3
877,Kalpana Patowary,indie,track,Chooda Rang Dihein Choliya,2002,353He9aq6aMw72CG225dZ8
878,Salim Shekhawas,indie,track,Gori Atri Kyo Chillaway,2002,2lID4AbOQbuZlRh3694n8y
879,Ethel Smith,indie,track,St. Louis Blues,2002,47PN9AehdnHy68PD6VpSSC
880,Anupam Saikia,indie,track,Karo Talo Kamala,2002,1nn0WrNR6kWT6Xl1gSFAzx
881,Olavi Virta,indie,track,Angelique,2002,6Y97JXAhQkk9j1rX2IhIJX
882,Suresh Wadkar,indie,track,Bhavbhaktine Sambhu Pujava,2002,3FEbPBXKiFLcLMBy7K5hMB
883,Anand Shinde,indie,track,Shikvila Ghada Tu Lankesh Ravana,2002,3Fkbbsilo1WJzKdoLo1y9S
884,Hacer,indie,track,Nerdesin,2002,3FlE71d0zv1JkSBqI49nsO
885,Boyracer,indie,track,Temper - Version,2002,59RfcB09WYxRtFKF2FL7Yb
886,Satinath Mukherjee,indie,track,Mahaprosthan Story - Dialogues,2002,3UcifyO2s9OPaiRR2IIR6Y
887,Jayati Chakraborty,indie,track,Tomar Chokher Aaynate,2002,761nK4eTAwHGRyb13rr3Eg
888,Celia Gamez,indie,track,Los Húsares de la Parada (Marcha) - Remastered,2002,3oVBPUPTiPW5M7eC4WW6q1
889,Nuša Derenda,indie,track,Cuando calienta el sol,2002,1GCgjYXm9nEmb7gkMwXgML
890,Valadis,indie,track,Storgi,2002,5vJ3D87BmlTkpJL9OEMFoh
891,Farah Lal,indie,track,Mitha Paan Jadon Rakhiya,2002,0D7Vt8GSo7ZQIopMOCdocl
892,Ileana Constantinescu,indie,track,Măicuța când m-a făcut,2002,4MVZY0uqr1mxdBQE5dRSaV
893,Mazā Ģilde,indie,track,"Tik deļ jums, daiļās dāmas",2002,4viR7hR0QGO30V69kYWMP7
894,Monir Khan,indie,track,Tomake Hariye Ami,2002,5KzOI5MxeUZLysfnaS4zGB
895,Suresh Wadkar,indie,track,Govind Bolo Hari Bolo,2002,5mne9hBTINYf5zMoLrU7mL
896,Tamara Gverdtsiteli,indie,track,Чио-чио-сан,2002,4RNdft5iVhdFlxlNMxDIWC
897,Firoza Begum,indie,track,Sakhi Aar Abhiman Janabo Na (with Narration),2002,5Mh3BKAkQgiilHWtWW8NvH
898,Valadis,indie,track,Aggelos,2002,1xxBMV17wuiNmRMxxD3flj
899,Litsa Diamanti,indie,track,I Kataktisis Pan Kala,2002,1sGsIwxn1sXUlBnkoEf34r
